id,Job.Title,Est_Salary,Max_Salary,Min_Salary,City,State,Easy.Apply,Revenue_USD,Rating,Size,Industry,Sector,Type.of.ownership,Years_Founded,Company.Name,lat,lon
1576,Mesa Data Science Tutor Jobs,92.5,101,84,Mesa,AZ,NA,Unknown,4.2,201 to 500 employees,Internet,Information Technology,Company - Private,13,Varsity Tutors,33.4151,-111.831479
1577,Cloud Data Engineer - Senior Solution Specialist - USDC,136,173,99,Phoenix,AZ,NA,10+ billion,3.9,10000+ employees,Accounting,Accounting & Legal,Company - Private,170,Deloitte,33.4484,-112.074142
1578,Cloud Data Engineer - Solution Specialist - USDC,136,173,99,Gilbert,AZ,NA,10+ billion,3.9,10000+ employees,Accounting,Accounting & Legal,Company - Private,170,Deloitte & Touche L.L.P.,33.3528,-111.789037
1579,Chandler Data Science Tutor Jobs,136,173,99,Chandler,AZ,NA,Unknown,4.2,201 to 500 employees,Internet,Information Technology,Company - Private,13,Varsity Tutors,33.3062,-111.84125
1580,Sr Big Data Engineer,136,173,99,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
1581,Gilbert Data Science Tutor Jobs,136,173,99,Gilbert,AZ,NA,Unknown,4.2,201 to 500 employees,Internet,Information Technology,Company - Private,13,Varsity Tutors,33.3528,-111.789037
1582,Sr. Big Data Engineer,136,173,99,Chandler,AZ,NA,Unknown,3.1,1 to 50 employees,,,Company - Private,NA,"Clarivoyant, LLC",33.3062,-111.84125
4420,Data Analyst,79,103,55,Glendale,AZ,NA,Unknown,5,1 to 50 employees,Advertising & Marketing,Business Services,Company - Private,9,Dot818,34.1469,-118.247847
4431,Advanced Data Analytics Analyst,53.5,70,37,Glendale,AZ,NA,Unknown,3.7,1 to 50 employees,TV Broadcast & Cable Networks,Media,Company - Private,NA,Human Good,34.1469,-118.247847
4434,Data Analyst,53.5,70,37,Glendale,AZ,NA,5-10 million,3.7,51 to 200 employees,IT Services,Information Technology,Company - Private,20,"iSpace, Inc",34.1469,-118.247847
4524,Jr. Data Analyst (Jr. DA),54,66,42,Glendale,AZ,NA,1-5 million,4,1 to 50 employees,Health Care Services & Hospitals,Health Care,Company - Private,NA,"Prime MSO, LLC.",34.1469,-118.247847
4546,Senior Data Analyst,73,81,65,Glendale,AZ,NA,Unknown,4.7,51 to 200 employees,Research & Development,Business Services,Company - Private,6,DISQO,34.1469,-118.247847
4547,Credit Data Analyst,73,81,65,Glendale,AZ,NA,,NA,,,,,NA,Dot 818,34.1469,-118.247847
4857,Data Analyst,73.5,94,53,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
4858,Senior Data Analyst,73.5,94,53,Phoenix,AZ,NA,1-2 billion,4.4,201 to 500 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10,Integrate,33.4484,-112.074142
4859,Data Warehouse Analyst II-ST,73.5,94,53,Phoenix,AZ,NA,50-100 million,3.2,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,81,Desert Financial Credit Union,33.4484,-112.074142
4860,SQL Developer/Data Analyst,73.5,94,53,Phoenix,AZ,NA,100-500 million,3.7,501 to 1000 employees,Construction,"Construction, Repair & Maintenance",Company - Private,45,Corbins Electric,33.4484,-112.074142
4861,Jr. Analyst Data/Reporting,73.5,94,53,Phoenix,AZ,NA,100-500 million,3.5,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Company - Private,50,"The Judge Group, Inc.",33.4484,-112.074142
4862,Senior Data Analyst,73.5,94,53,Scottsdale,AZ,NA,2-5 billion,4,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Private,60,Discount Tire,33.4942,-111.926018
4863,Data Warehouse Analyst III,73.5,94,53,Phoenix,AZ,NA,50-100 million,3.2,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,81,Desert Financial Credit Union,33.4484,-112.074142
4864,Data Analyst,73.5,94,53,Phoenix,AZ,NA,2-5 billion,3.5,10000+ employees,Staffing & Outsourcing,Business Services,Company - Public,72,Robert Half,33.4484,-112.074142
4865,Data Analyst,73.5,94,53,Phoenix,AZ,NA,10-25 million,4.9,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,15,"TekCom Resources, Inc.",33.4484,-112.074142
4866,Data Analyst,73.5,94,53,Phoenix,AZ,NA,25-50 million,4.1,5001 to 10000 employees,Telecommunications Services,Telecommunications,Company - Public,34,Viasat,33.4484,-112.074142
4867,Business Data Analyst,73.5,94,53,Scottsdale,AZ,NA,100-500 million,4.6,201 to 500 employees,Colleges & Universities,Education,Company - Private,1,National Education Partners,33.4942,-111.926018
4868,Data Analyst,73.5,94,53,Phoenix,AZ,NA,Unknown,3.6,501 to 1000 employees,Staffing & Outsourcing,Business Services,Company - Public,28,Parker & Lynch,33.4484,-112.074142
4869,Data Analyst,73.5,94,53,Tempe,AZ,NA,Unknown,3,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,17,The Accuro Group,33.4255,-111.940009
4870,Data Analyst,73.5,94,53,Phoenix,AZ,NA,0.5-1 billion,3.2,5001 to 10000 employees,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,26,Modis,33.4484,-112.074142
4871,Data Analyst,73.5,94,53,Phoenix,AZ,NA,Unknown,2.9,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,Gatestone & Co. Inc,33.4484,-112.074142
4872,Data Analyst,73.5,94,53,Tempe,AZ,NA,100-500 million,3.9,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,Diverse Lynx,33.4255,-111.940009
4873,Data Analyst,73.5,94,53,Phoenix,AZ,NA,1-5 million,3.6,1 to 50 employees,Social Assistance,Non-Profit,Nonprofit Organization,18,FAMILY INVOLVEMENT CENTER,33.4484,-112.074142
4874,Data Analyst,73.5,94,53,Scottsdale,AZ,NA,<1 million,2.5,1 to 50 employees,,,Company - Private,NA,Career Evolutions,33.4942,-111.926018
4875,Fall 2020 Supply Chain Data Analyst Intern,73.5,94,53,Phoenix,AZ,NA,5-10 billion,3.6,10000+ employees,Electrical & Electronic Manufacturing,Manufacturing,Company - Public,21,ON Semiconductor,33.4484,-112.074142
4876,Data Experience Analyst,73.5,94,53,Phoenix,AZ,NA,5-10 billion,3.6,10000+ employees,Investment Banking & Asset Management,Finance,Company - Public,47,Charles Schwab,33.4484,-112.074142
4877,Data Analyst,73.5,94,53,Tempe,AZ,NA,1-5 million,4.4,1 to 50 employees,IT Services,Information Technology,Company - Private,NA,Softcom Systems,33.4255,-111.940009
4878,Data Analyst,73.5,94,53,Tempe,AZ,NA,,NA,,,,,NA,Door Sales & Installations,33.4255,-111.940009
4879,"Data Analyst, Marketing",73.5,94,53,Scottsdale,AZ,NA,100-500 million,4.6,201 to 500 employees,Colleges & Universities,Education,Company - Private,1,National Education Partners,33.4942,-111.926018
4880,Data Control Business Analyst,73.5,94,53,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
4881,Network Security System/Data Analyst,73.5,94,53,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
4883,Data Analyst,73.5,94,53,Scottsdale,AZ,NA,0.5-1 billion,2.9,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,35,The Paragon Group,33.4942,-111.926018
4884,Central Flow Data Analyst,73.5,94,53,Tempe,AZ,NA,10+ billion,3.9,10000+ employees,Internet,Information Technology,Company - Public,26,Amazon,33.4255,-111.940009
4886,Data Analyst - Data Science and Analytics,74,102,46,Phoenix,AZ,NA,Unknown,NA,1 to 50 employees,,,Company - Private,NA,MLWIZ Team,33.4484,-112.074142
4887,Data Analyst,74,102,46,Tempe,AZ,NA,Unknown,4.3,501 to 1000 employees,,,Company - Private,NA,Net Orbit Inc,33.4255,-111.940009
4888,Data Programmer/Analyst,74,102,46,Tempe,AZ,NA,25-50 million,4.3,5001 to 10000 employees,Colleges & Universities,Education,College / University,135,Arizona State University,33.4255,-111.940009
4889,Master Data Operation Analyst,74,102,46,Phoenix,AZ,NA,100-500 million,3.6,1001 to 5000 employees,IT Services,Information Technology,Company - Private,16,PK,33.4484,-112.074142
4890,Data Reporting Analyst,74,102,46,Phoenix,AZ,NA,100-500 million,3.9,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,20,Mondo,33.4484,-112.074142
4891,Data Quality Analyst,74,102,46,Tempe,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4255,-111.940009
4892,Analyst (Global Data and Analytics),74,102,46,Tempe,AZ,NA,2-5 billion,2.9,10000+ employees,Gas Stations,Retail,Company - Public,69,"Circle K Stores, Inc.",33.4255,-111.940009
4893,Senior Business Intelligence Data Analyst,74,102,46,Phoenix,AZ,NA,2-5 billion,3.4,1001 to 5000 employees,Food & Beverage Manufacturing,Manufacturing,Company - Private,98,Shamrock Foods,33.4484,-112.074142
4894,Senior Data Analyst,74,102,46,Phoenix,AZ,NA,Unknown,3.4,1 to 50 employees,Staffing & Outsourcing,Business Services,Company - Private,22,Tech Finders,33.4484,-112.074142
4895,System Analyst/Data Analyst/ Data Governance Analyst/ Collibra,74,102,46,Chandler,AZ,NA,1-5 million,3.7,51 to 200 employees,Advertising & Marketing,Business Services,Company - Private,16,Infotree Service Inc,33.3062,-111.84125
4896,Automotive Data Analyst,74,102,46,Phoenix,AZ,NA,5-10 billion,3.1,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Public,63,O'Reilly Automotive,33.4484,-112.074142
4897,Reporting & Data Analyst,74,102,46,Phoenix,AZ,NA,Unknown,NA,Unknown,,,Company - Private,NA,Sanford Federal,33.4484,-112.074142
4898,Data/Business Analyst,74,102,46,Phoenix,AZ,NA,10+ billion,3.1,10000+ employees,Truck Rental & Leasing,Transportation & Logistics,Company - Public,75,Uhaul,33.4484,-112.074142
4899,Data Quality (DQ) Problem Management Analyst,74,102,46,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
4900,Statistician/Data Analyst/SQL Coder,74,102,46,Scottsdale,AZ,NA,Unknown,2.5,1001 to 5000 employees,Health Care Services & Hospitals,Health Care,Company - Private,19,Matrix Medical Network,33.4942,-111.926018
4901,Business Data Analyst - I,74,102,46,Tempe,AZ,NA,Unknown,2.5,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,"Avacend, Inc.",33.4255,-111.940009
4902,Technology Analyst | Data Management - Data Integration | Informatica,74,102,46,Phoenix,AZ,NA,1-5 million,3.9,1 to 50 employees,Consulting,Business Services,Company - Private,NA,Kaygen Inc.,33.4484,-112.074142
4903,Senior Data Analyst w/ Collibra,74,102,46,Phoenix,AZ,NA,10-25 million,5,201 to 500 employees,IT Services,Information Technology,Company - Private,2,Nucleusteq,33.4484,-112.074142
4904,SYSTEMS and DATA ANALYST,74,102,46,Phoenix,AZ,NA,,NA,,,,,NA,Isaac Elementary School District #5,33.4484,-112.074142
4905,Data Modeler / Analyst with Data Steward,74,102,46,Tempe,AZ,NA,10-25 million,4.5,201 to 500 employees,IT Services,Information Technology,Company - Private,16,Strategic Systems,33.4255,-111.940009
4906,SQL Data Analyst,74,102,46,Mesa,AZ,NA,<1 million,3.3,1 to 50 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,NA,Edupoint,33.4151,-111.831479
4907,Data Analyst - Financial Advisor Services,74,102,46,Scottsdale,AZ,NA,Unknown,3.2,10000+ employees,Investment Banking & Asset Management,Finance,Company - Private,45,Vanguard,33.4942,-111.926018
4908,Marketing Data Analyst,74,102,46,Tempe,AZ,NA,50-100 million,3.5,201 to 500 employees,Insurance Agencies & Brokerages,Insurance,Company - Private,19,Efinancial,33.4255,-111.940009
4909,CLINICAL DATA ANALYST,74,102,46,Phoenix,AZ,NA,Unknown,3,10000+ employees,Health Care Services & Hospitals,Health Care,Company - Private,15,Envision Healthcare,33.4484,-112.074142
4910,Senior Data Analyst,74,102,46,Chandler,AZ,NA,Unknown,NA,51 to 200 employees,Construction,"Construction, Repair & Maintenance",Company - Private,NA,Bartech Group,33.3062,-111.84125
4911,CLINICAL DATA ANALYST,74,102,46,Phoenix,AZ,NA,Unknown,3.6,10000+ employees,,,Company - Private,NA,Envision Physician Services,33.4484,-112.074142
4912,Senior Data and Reporting Analyst,74,102,46,Phoenix,AZ,NA,Unknown,4,201 to 500 employees,IT Services,Information Technology,Company - Private,21,Saviance Technologies,33.4484,-112.074142
4913,Data analyst,74,102,46,Phoenix,AZ,NA,25-50 million,3.5,10000+ employees,IT Services,Information Technology,Subsidiary or Business Segment,40,Atos Syntel Inc.,33.4484,-112.074142
4914,Data Analyst/Engineer,68.5,94,43,Tempe,AZ,NA,Unknown,3,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,17,The Accuro Group,33.4255,-111.940009
4915,Finance Data Analyst,68.5,94,43,Phoenix,AZ,NA,10-25 million,4.9,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,15,"TekCom Resources, Inc.",33.4484,-112.074142
4916,Data Analyst/Business Analyst with SQL,68.5,94,43,Phoenix,AZ,NA,100-500 million,3.9,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,Diverse Lynx,33.4484,-112.074142
4917,Financial Data Analyst,68.5,94,43,DC Ranch,AZ,NA,Unknown,4.3,201 to 500 employees,Consulting,Business Services,Company - Private,17,Na Ali'i,33.6694,-111.866546
4918,Technical Business/Data Analyst,68.5,94,43,Tempe,AZ,NA,,NA,,,,,NA,"Capgemini America, Inc.",33.4255,-111.940009
4919,Accounting Data Analyst,68.5,94,43,Phoenix,AZ,NA,100-500 million,4.5,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Company - Public,34,Mastech Digital,33.4484,-112.074142
4920,Data Analyst/Scientist Intern,68.5,94,43,Tempe,AZ,NA,Unknown,NA,1 to 50 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,NA,Minit Charger,33.4255,-111.940009
4921,Senior Data Analyst,68.5,94,43,Scottsdale,AZ,NA,,NA,,,,,NA,Discount Tire Corporate Careers,33.4942,-111.926018
4922,Data Engineer/Database Analyst/Data Analyst,68.5,94,43,Chandler,AZ,NA,1-5 million,3.7,51 to 200 employees,Advertising & Marketing,Business Services,Company - Private,16,Infotree Service Inc,33.3062,-111.84125
4923,Data System Analyst with SQL,68.5,94,43,Scottsdale,AZ,NA,Unknown,4.3,51 to 200 employees,,,Company - Private,NA,Wilco Source,33.4942,-111.926018
4924,Senior Data Analyst,68.5,94,43,Tempe,AZ,NA,,NA,,,,,NA,Green Lion Search Group,33.4255,-111.940009
4925,ETL QA / Data Analyst,68.5,94,43,Scottsdale,AZ,NA,1-5 million,4.2,201 to 500 employees,Accounting,Accounting & Legal,Company - Private,NA,Pegasus Knowledge Solutions,33.4942,-111.926018
4926,Analyst Pharmacy Quality Data,68.5,94,43,Tempe,AZ,NA,Unknown,2.7,1001 to 5000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,3,AllianceRx Walgreens Prime,33.4255,-111.940009
4927,"Analyst, Global Data Governance & Strategy",68.5,94,43,Tempe,AZ,NA,2-5 billion,2.9,10000+ employees,Gas Stations,Retail,Company - Public,69,"Circle K Stores, Inc.",33.4255,-111.940009
4928,SQL/SAS Data Analyst,68.5,94,43,Chandler,AZ,NA,100-500 million,3.6,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Company - Private,23,Signature Consultants,33.3062,-111.84125
4929,Senior Data Analyst,68.5,94,43,Scottsdale,AZ,NA,,NA,,,,,NA,Pure Flix Digital,33.4942,-111.926018
4930,Risk/Regulatory Reporting Project Data Analyst,68.5,94,43,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
4931,Data Architect /Data Modeler/Data Analyst,68.5,94,43,Phoenix,AZ,NA,1-5 million,4.4,1 to 50 employees,IT Services,Information Technology,Company - Private,NA,Softcom Systems,33.4484,-112.074142
4932,Data Analyst - Mid-Level,68.5,94,43,Tempe,AZ,NA,100-500 million,3.5,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Company - Private,50,"The Judge Group, Inc.",33.4255,-111.940009
4933,Sr. Data Business Analyst-Docutech,68.5,94,43,Scottsdale,AZ,NA,5-10 billion,3.4,10000+ employees,Insurance Carriers,Insurance,Company - Public,131,First American Financial Corporation,33.4942,-111.926018
4935,Financial and Data Analyst,68.5,94,43,Scottsdale,AZ,NA,10-25 million,3.8,51 to 200 employees,Consulting,Business Services,Company - Private,NA,Equity Methods,33.4942,-111.926018
4937,Civil Engineer/GIS Data Analyst,68.5,94,43,Chandler,AZ,NA,25-50 million,3.7,10000+ employees,Architectural & Engineering Services,Business Services,Company - Public,66,Stantec,33.3062,-111.84125
4939,Business Intelligence - Data Analyst,68.5,94,43,Tempe,AZ,NA,1-2 billion,3.8,51 to 200 employees,Health Care Services & Hospitals,Health Care,Nonprofit Organization,13,Crisis Response Network,33.4255,-111.940009
4940,"Junior Data Analyst-Phoenix, AZ",68.5,94,43,Phoenix,AZ,NA,<1 million,5,1 to 50 employees,,,Company - Private,NA,Georgia IT Inc.,33.4484,-112.074142
4941,"Data Analyst- San Antonio, Des Moines",68.5,94,43,Chandler,AZ,NA,25-50 million,4.1,10000+ employees,Staffing & Outsourcing,Business Services,Company - Public,54,Kforce,33.3062,-111.84125
4942,Data Analyst Senior,68.5,94,43,Chandler,AZ,NA,1-2 billion,4.1,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,20,Kineticom,33.3062,-111.84125
4943,(Data Analyst) BA/BSA,61.5,78,45,Mesa,AZ,NA,Unknown,4.1,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,13,InterSources Inc.,33.4151,-111.831479
4944,Card Data Analyst,61.5,78,45,Tempe,AZ,NA,1-2 billion,4,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,20,GTN Technical Staffing,33.4255,-111.940009
4945,"IT Data Analyst, TS/SCI with Poly",61.5,78,45,DC Ranch,AZ,NA,1-5 million,3.8,51 to 200 employees,Computer Hardware & Software,Information Technology,Company - Private,24,"AOC Solutions, Inc.",33.6694,-111.866546
4946,"Senior Analyst, Global Data Governance & Strategy",61.5,78,45,Tempe,AZ,NA,2-5 billion,2.9,10000+ employees,Gas Stations,Retail,Company - Public,69,"Circle K Stores, Inc.",33.4255,-111.940009
4947,Data Analyst with ETL tools and EDW,61.5,78,45,Tempe,AZ,NA,Unknown,NA,51 to 200 employees,,,Company - Private,NA,LiveMindz,33.4255,-111.940009
4948,"Underwriting Analyst (strong data analytics in actuarial, statistics etc)",61.5,78,45,Phoenix,AZ,NA,Unknown,3.1,1001 to 5000 employees,Insurance Carriers,Insurance,Nonprofit Organization,81,Blue Cross Blue Shield of Arizona,33.4484,-112.074142
4949,JPSC-6986 - Data Governance Analyst,61.5,78,45,Scottsdale,AZ,NA,50-100 million,4.5,501 to 1000 employees,IT Services,Information Technology,Company - Private,12,Avani Technology Solutions,33.4942,-111.926018
4950,Project Regulatory/Risk Data Analyst,61.5,78,45,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
4951,Marketing Data Analyst Coordinator,61.5,78,45,Tempe,AZ,NA,Unknown,NA,Unknown,,,Company - Private,NA,AUDACIOUS STUDIOS LLC,33.4255,-111.940009
4952,Language Data Analyst,61.5,78,45,Tempe,AZ,NA,0.5-1 billion,2.8,1001 to 5000 employees,Consulting,Business Services,Company - Private,28,TransPerfect,33.4255,-111.940009
4953,Senior Analyst - Client Data,61.5,78,45,Scottsdale,AZ,NA,10+ billion,2.9,10000+ employees,Health Care Services & Hospitals,Health Care,Company - Public,57,CVS Health,33.4942,-111.926018
6940,Data Management Engineer,95.5,122,69,Chandler,AZ,NA,5-10 billion,3.6,10000+ employees,Electrical & Electronic Manufacturing,Manufacturing,Company - Public,36,ASML,33.3062,-111.84125
6941,Data Engineer,95.5,122,69,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
6942,Data Engineer II,95.5,122,69,Scottsdale,AZ,NA,2-5 billion,4,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Private,60,Discount Tire,33.4942,-111.926018
6943,Data Warehouse Engineer,95.5,122,69,Scottsdale,AZ,NA,10+ billion,3.4,10000+ employees,Health Care Services & Hospitals,Health Care,Company - Public,187,McKesson,33.4942,-111.926018
6944,Data Analyst,95.5,122,69,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
6945,Senior Data Engineer,95.5,122,69,Scottsdale,AZ,NA,2-5 billion,4,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Private,60,Discount Tire,33.4942,-111.926018
6946,ETL/Data Engineer I (datastage),95.5,122,69,Phoenix,AZ,NA,10+ billion,3.6,10000+ employees,Insurance Carriers,Insurance,Company - Private,98,USAA,33.4484,-112.074142
6947,Senior Data Engineer,95.5,122,69,Scottsdale,AZ,NA,100-500 million,3.7,1001 to 5000 employees,Computer Hardware & Software,Information Technology,Company - Public,29,Axon,33.4942,-111.926018
6948,Competence Engineer 1,95.5,122,69,Chandler,AZ,NA,5-10 billion,3.6,10000+ employees,Electrical & Electronic Manufacturing,Manufacturing,Company - Public,36,ASML,33.3062,-111.84125
6949,Data Engineer,95.5,122,69,Scottsdale,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4942,-111.926018
6950,QA Engineer,95.5,122,69,Scottsdale,AZ,NA,Unknown,3.8,501 to 1000 employees,Computer Hardware & Software,Information Technology,Subsidiary or Business Segment,31,InEight,33.4942,-111.926018
6951,Data Engineer,95.5,122,69,Phoenix,AZ,NA,Unknown,4.8,1001 to 5000 employees,IT Services,Information Technology,Company - Public,9,Zoom,33.4484,-112.074142
6952,Data Engineer,95.5,122,69,Phoenix,AZ,NA,1-5 million,3.9,1 to 50 employees,,,Company - Private,NA,"Daman, Inc.",33.4484,-112.074142
6953,Data Conversion Engineer,95.5,122,69,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
6954,Data Engineer,95.5,122,69,Phoenix,AZ,NA,1-2 billion,4.9,1 to 50 employees,Advertising & Marketing,Business Services,Company - Private,4,Freestar,33.4484,-112.074142
6955,"Battery Process Engineer, Advanced Manufacturing",95.5,122,69,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142
6956,Data Operations Engineer,95.5,122,69,Phoenix,AZ,NA,Unknown,4.8,1001 to 5000 employees,IT Services,Information Technology,Company - Public,9,Zoom,33.4484,-112.074142
6957,Sr. Data Engineer,95.5,122,69,Phoenix,AZ,NA,Unknown,4.8,1001 to 5000 employees,IT Services,Information Technology,Company - Public,9,Zoom,33.4484,-112.074142
6958,Data Engineer,95.5,122,69,Phoenix,AZ,NA,10-25 million,4.1,51 to 200 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,24,DEREX TECHNOLOGIES INC.,33.4484,-112.074142
6959,Data Engineer,95.5,122,69,Chandler,AZ,NA,Unknown,4.4,51 to 200 employees,IT Services,Information Technology,Company - Private,NA,MSYS Inc.,33.3062,-111.84125
6960,Data Engineer,95.5,122,69,Phoenix,AZ,NA,Unknown,4.7,1 to 50 employees,,,Company - Private,NA,Digital dhara,33.4484,-112.074142
6961,Sr. Database Engineer,95.5,122,69,Scottsdale,AZ,1,Unknown,3.9,51 to 200 employees,Computer Hardware & Software,Information Technology,Company - Private,10,Digital Air Strike,33.4942,-111.926018
6962,Data Engineer,95.5,122,69,Phoenix,AZ,NA,Unknown,4.6,1 to 50 employees,,,Company - Public,NA,Headfarmer,33.4484,-112.074142
6963,Chassis Process Engineer Advanced Manufacturing,95.5,122,69,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142
6964,Data Analytics Engineer,95.5,122,69,Phoenix,AZ,NA,5-10 billion,3.6,10000+ employees,Investment Banking & Asset Management,Finance,Company - Public,47,Charles Schwab Corporation,33.4484,-112.074142
6965,Data Engineer,95.5,122,69,Tempe,AZ,NA,10-25 million,3.2,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,NA,Clairvoyant LLC,33.4255,-111.940009
6966,Data Engineer,95.5,122,69,Phoenix,AZ,NA,,NA,,,,,NA,Kforce Technology Staffing,33.4484,-112.074142
6967,Data Engineer,95.5,122,69,Phoenix,AZ,NA,2-5 billion,2.9,10000+ employees,Food & Beverage Stores,Retail,Company - Public,18,Sprouts Farmers Market,33.4484,-112.074142
6968,Traffic Engineer - Project Manager,95.5,122,69,Scottsdale,AZ,NA,1-5 million,4.5,1 to 50 employees,Transportation Management,Transportation & Logistics,Company - Private,18,Civtech Inc.,33.4942,-111.926018
6969,Big Data Engineer,95.5,122,69,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
6970,Data Warehouse Engineer,91.5,104,79,Scottsdale,AZ,NA,10+ billion,3.4,10000+ employees,Health Care Services & Hospitals,Health Care,Company - Public,187,McKesson,33.4942,-111.926018
6971,Data Engineer II,91.5,104,79,Scottsdale,AZ,NA,2-5 billion,4,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Private,60,Discount Tire,33.4942,-111.926018
6972,Sr Data Analyst,91.5,104,79,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
6973,Data Engineer,91.5,104,79,Tempe,AZ,NA,Unknown,3.2,201 to 500 employees,IT Services,Information Technology,Company - Private,10,Blue Rose Technologies LLC,33.4255,-111.940009
6974,Data Engineer,91.5,104,79,Phoenix,AZ,NA,,NA,,,,,NA,Terascope,33.4484,-112.074142
6975,Data Engineer,91.5,104,79,Phoenix,AZ,NA,100-500 million,3.9,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,Diverse Lynx,33.4484,-112.074142
6976,Data Engineer,91.5,104,79,Phoenix,AZ,NA,1-5 million,1.6,1 to 50 employees,Advertising & Marketing,Business Services,Company - Public,NA,"Management Decisions, Inc.",33.4484,-112.074142
6977,Data Engineer,91.5,104,79,Phoenix,AZ,NA,2-5 billion,3.3,10000+ employees,Trucking,Transportation & Logistics,Company - Public,54,Swift Refrigerated,33.4484,-112.074142
6978,Data Engineer,91.5,104,79,Phoenix,AZ,1,5-10 million,4.3,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,22nd Century Staffing,33.4484,-112.074142
6979,Data Engineer,91.5,104,79,Phoenix,AZ,NA,1-2 billion,4,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,20,GTN Technical Staffing,33.4484,-112.074142
6980,Data Engineer,91.5,104,79,Phoenix,AZ,NA,Unknown,3.4,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,VincentBenjamin,33.4484,-112.074142
6981,Machine Learning Engineer,91.5,104,79,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142
